"word"	"subject"	"session"	"trial"	"age"	"gender"	"hand"	"origin"	"dialect"	"diploma"	"word_status"	"response"	"RT"	"stem"	"RTprev"	"transcription"	"Nphonemes"	"word_class"	"regularity"	"inflected"	"lip"	"lip.ms"	"fip"	"fip.ms"	"Nletters"	"Nstem_syllables"	"Nword_syllables"	"stressed_syll"	"initial_stress"	"final_stress"	"morph_classification"	"word_duration"	"tense"	"number"	"person"	"CELEX_form_freq"	"CELEX_lemma_freq"	"CGN_form_freq"	"CGN_lemma_freq"	"rating"	"word_unknown"	"meaning_unknown"	"affix"	"stem1"	"stem2"	"compound_type"	"CELEX_form_freq_stem1"	"CELEX_lemma_freq_stem1"	"CELEX_form_freq_stem2"	"CELEX_lemma_freq_stem2"	"X"	"one_compound"	"one_prefix"	"one_suffix"	"one_inflection"	"one_circumfix"	"fip_length"	"rcp"	"cob"	"stem_cob"	"include"	"CELEXform_freq"	"CELEXstem_freq"	"CELEXen_form_freq"	"en"	"s"	"only_suffix"	"logCELEXform_freq"	"logCELEXstem_freq"	"logCELEXen_form_freq"	"logRT"	"logRTprev"	"logword_duration"	"logtrial"	"lookup"	"decomp"	"pnlty"	"penalty"	"logSTMfreq"	"logFRMfreq"	"logSTMorFRMfreq"	"logRTprev_c"	"logword_duration_c"	"logtrial_c"	"logSTMfreq_c"	"logFRMfreq_c"	"logSTMorFRMfreq_c"	"logPLfreq"	"groups"
"43433"	"flanken"	"s8"	4	457	19	"male"	"left"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	1548	"flank"	1636	"flANk@"	6	"nom"	"-"	"yes"	"flAN"	"0.42"	"flANk@"	"0.57"	7	"2"	2	"flAN"	"yes"	"no"	"underived"	591	"-"	"plur"	"-"	174	0	14	33	3.22666666667	"0"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"flANk"	"174.0"	"98.0"	NA	174	98	0	1	0	"en"	5.16478597392351	4.59511985013459	0	7.34536484041687	7.40062057737113	6.38350663488401	6.12686918411419	0	1	1	1	4.59511985013459	0	5.16478597392351	0.319273706579705	0.103719655577159	0.790877823394063	-3.28179564976094	-3.07035847248969	-1.76823691678104	0	"pl_sgDom"
"43437"	"deun"	"s8"	4	461	19	"male"	"left"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	1386	"deun"	1094	"d|n"	3	"nom"	"-"	"yes"	"d2n"	"0.45"	"d|n"	"0.45"	4	"1"	1	"d|n"	"yes"	"yes"	"underived"	467	"present"	"sing"	"1,2"	19	118	0	11	2.88	"10"	"12"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"d|n"	"0.0"	"0.0"	NA	1900	1900	1900	1	0	"-"	7.55013534248843	7.55013534248843	1.6094379124341	7.23489842031483	6.9985096422506	6.14846829591765	6.13556489108174	1	0	0	0	7.55013534248843	7.55013534248843	7.55013534248843	-0.0828372285408285	-0.1313186833892	0.799573530361616	-0.326780157407103	4.47977686999874	0.617112451783878	7.55013534248843	"sg_plDom"
"43464"	"kalkoenen"	"s8"	4	488	19	"male"	"left"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	749	"kalkoen"	1007	"kAlkun@"	7	"nom"	"-"	"yes"	"kAlku"	"0.36"	"kAlkun@"	"0.49"	9	"3"	3	"ku"	"no"	"no"	"underived"	507	"-"	"plur"	"-"	62	0	5	24	4.02666666667	"1"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	7	"kAlkun"	"62.0"	"84.0"	NA	62	84	0	1	0	"en"	4.14313472639153	4.44265125649032	0	6.62007320653036	6.91572344863131	6.23048144757848	6.19236248947487	0	1	1	1	4.44265125649032	0	4.14313472639153	-0.165623422160116	-0.0493055317283648	0.85637112875475	-3.43426424340521	-3.07035847248969	-2.78988816431302	0	"pl_sgDom"
"43477"	"gier"	"s8"	4	501	19	"male"	"left"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	928	"gier"	1232	"xir"	3	"nom"	"-"	"yes"	"[end]"	"0.52"	"xir"	"0.52"	4	"1"	1	"xir"	"yes"	"yes"	"underived"	537	"present"	"sing"	"1,2"	202	355	2	11	3.32	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"xir"	"4.0"	"42.0"	NA	6213244	6213244	6213244	1	0	"-"	15.6421938617144	15.6421938617144	15.2544312870342	6.83410873881384	7.11720550316434	6.28785856016178	6.21860011969173	1	0	0	0	15.6421938617144	15.6421938617144	15.6421938617144	0.0358586323729142	0.00807158085493764	0.882608758971607	7.76527836181882	12.5718353892247	8.7091709710098	15.6421938617144	"sg_plDom"
"43480"	"fontein"	"s8"	4	504	19	"male"	"left"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	899	"fontein"	1039	"fOntKn"	6	"nom"	"-"	"yes"	"fOntK"	"0.55"	"fOntKn"	"0.67"	7	"2"	2	"tKn"	"no"	"yes"	"underived"	685	"-"	"sing"	"-"	235	386	25	62	4.05333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"fOntKn"	"235.0"	"235.0"	NA	235	235	235	1	0	"-"	5.46383180502561	5.46383180502561	4.77068462446567	6.80239476332431	6.94697599213542	6.53087762772588	6.22455842927536	1	0	0	0	5.46383180502561	5.46383180502561	5.46383180502561	-0.134370878656012	0.251090648419038	0.888567068555238	-2.41308369486992	2.39347333253592	-1.46919108567894	5.46383180502561	"sg_plDom"
"43482"	"bijl"	"s8"	4	506	19	"male"	"left"	"noord-brabant"	"no"	"propedeuse"	"word"	"correct"	799	"bijl"	1179	"bKl"	3	"nom"	"-"	"yes"	"[end]"	"0.38"	"bKl"	"0.38"	4	"1"	1	"bKl"	"yes"	"yes"	"underived"	402	"-"	"sing"	"-"	322	445	10	22	4.14666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"bKl"	"322.0"	"322.0"	NA	322	322	322	1	0	"-"	5.77765232322266	5.77765232322266	4.20469261939097	6.68461172766793	7.07326971745971	5.99893656194668	6.22851100359118	1	0	0	0	5.77765232322266	5.77765232322266	5.77765232322266	-0.00807715333171988	-0.280850417360164	0.892519642871061	-2.09926317667288	2.70729385073297	-1.15537056748189	5.77765232322266	"sg_plDom"
"43556"	"gier"	"s9"	4	20	18	"male"	"right"	"noord-brabant"	"no"	"havo"	"word"	"correct"	1805	"gier"	1569	"xir"	3	"nom"	"-"	"yes"	"[end]"	"0.52"	"xir"	"0.52"	4	"1"	1	"xir"	"yes"	"yes"	"underived"	537	"present"	"sing"	"1,2"	202	355	2	11	3.32	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"xir"	"4.0"	"42.0"	NA	6213244	6213244	6213244	1	0	"-"	15.6421938617144	15.6421938617144	15.2544312870342	7.49886973397693	7.35883089834235	6.28785856016178	3.04452243772342	1	0	0	0	15.6421938617144	15.6421938617144	15.6421938617144	0.277484027550924	0.00807158085493764	-2.2914689229967	7.76527836181882	12.5718353892247	8.7091709710098	15.6421938617144	"sg_plDom"
"43576"	"bijl"	"s9"	4	40	18	"male"	"right"	"noord-brabant"	"no"	"havo"	"word"	"correct"	1446	"bijl"	1479	"bKl"	3	"nom"	"-"	"yes"	"[end]"	"0.38"	"bKl"	"0.38"	4	"1"	1	"bKl"	"yes"	"yes"	"underived"	402	"-"	"sing"	"-"	322	445	10	22	4.14666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"bKl"	"322.0"	"322.0"	NA	322	322	322	1	0	"-"	5.77765232322266	5.77765232322266	4.20469261939097	7.27724772663148	7.29979736675816	5.99893656194668	3.71357206670431	1	0	0	0	5.77765232322266	5.77765232322266	5.77765232322266	0.218450495966731	-0.280850417360164	-1.62241929401581	-2.09926317667288	2.70729385073297	-1.15537056748189	5.77765232322266	"sg_plDom"
"43586"	"adressen"	"s9"	4	50	18	"male"	"right"	"noord-brabant"	"no"	"havo"	"word"	"correct"	1322	"adres"	1831	"AdrEs@"	6	"nom"	"-"	"yes"	"adrE"	"0.37"	"AdrEs@"	"0.66"	8	"3"	3	"drE"	"no"	"no"	"underived"	676	"-"	"plur"	"-"	330	0	40	307	5.6	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"AdrEs"	"330.0"	"1771.0"	NA	330	1771	0	1	0	"en"	5.80211837537706	7.47986413116503	0	7.18765716411496	7.51316354523408	6.51767127291227	3.93182563272433	0	1	1	1	7.47986413116503	0	5.80211837537706	0.431816674442645	0.237884293605428	-1.4041657279958	-0.397051368730505	-3.07035847248969	-1.13090451532749	0	"pl_sgDom"
"43592"	"koningen"	"s9"	4	56	18	"male"	"right"	"noord-brabant"	"no"	"havo"	"word"	"correct"	1353	"koning"	1527	"konIN@"	6	"nom"	"-"	"yes"	"konI"	"0.27"	"konIN@"	"0.45"	8	"3"	3	"ko"	"yes"	"no"	"underived"	470	"-"	"plur"	"-"	410	0	24	1	4.57333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"konIN"	"410.0"	"3674.0"	NA	410	3674	0	1	0	"en"	6.01859321449623	8.20930841164694	0	7.21081845347222	7.33171496972647	6.15485809401642	4.04305126783455	0	1	1	1	8.20930841164694	0	6.01859321449623	0.250368098935036	-0.124928885290429	-1.29294009288557	0.332392911751406	-3.07035847248969	-0.914429676208316	0	"pl_sgDom"
"43629"	"peren"	"s9"	4	93	18	"male"	"right"	"noord-brabant"	"no"	"havo"	"word"	"correct"	1581	"peer"	1235	"per@"	4	"nom"	"-"	"yes"	"[end]"	"0.31"	"per@"	"0.41"	5	"2"	2	"pe"	"yes"	"no"	"underived"	432	"-"	"plur"	"-"	171	0	17	2	4.77333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"per"	"0.0"	"0.0"	NA	1710	19000	0	1	0	"en"	7.44483327389219	9.85224688834253	0	7.3664451483276	7.11963563801764	6.07073772800249	4.54329478227	0	1	1	1	9.85224688834253	0	7.44483327389219	0.0382887672262058	-0.209049251304357	-0.792696578450118	1.975331388447	-3.07035847248969	0.511810383187643	0	"pl_sgDom"
"43641"	"lanen"	"s9"	4	105	18	"male"	"right"	"noord-brabant"	"no"	"havo"	"word"	"correct"	1551	"laan"	1644	"lan@"	4	"nom"	"-"	"yes"	"[end]"	"0.4"	"lan@"	"0.5"	5	"2"	2	"la"	"yes"	"no"	"underived"	524	"-"	"plur"	"-"	114	0	5	22	3.73333333333	"0"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"lan"	"114.0"	"323.0"	NA	114	323	0	1	0	"en"	4.74493212836325	5.78074351579233	0	7.34729970074316	7.40549566319947	6.26339826259162	4.66343909411207	0	1	1	1	5.78074351579233	0	4.74493212836325	0.324148792408042	-0.0163887167152232	-0.672552266608055	-2.0961719841032	-3.07035847248969	-2.1880907623413	0	"pl_sgDom"
"43647"	"honden"	"s9"	4	111	18	"male"	"right"	"noord-brabant"	"no"	"havo"	"word"	"correct"	1319	"hond"	1709	"hOnd@"	5	"nom"	"-"	"yes"	"[end]"	"0.34"	"hOnd@"	"0.44"	6	"2"	2	"hOn"	"yes"	"no"	"underived"	462	"-"	"plur"	"-"	2250	0	134	788	5.70666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"hOnd"	"2250.0"	"4546.0"	NA	2250	4546	0	1	0	"en"	7.71912984090673	8.42222295382501	0	7.18538701558042	7.44424864949671	6.13772705408623	4.71849887129509	0	1	1	1	8.42222295382501	0	7.71912984090673	0.362901778705275	-0.142059925220613	-0.617492489425028	0.545307453929478	-3.07035847248969	0.786106950202182	0	"pl_sgDom"
"43675"	"krot"	"s9"	4	140	18	"male"	"right"	"noord-brabant"	"no"	"havo"	"word"	"correct"	1223	"krot"	1442	"krOt"	4	"nom"	"-"	"yes"	"krOt"	"0.44"	"krOt"	"0.44"	4	"1"	1	"krOt"	"yes"	"yes"	"underived"	463	"-"	"sing"	"-"	63	134	5	8	3.93333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"krOt"	"1.0"	"1.0"	NA	621	621	621	1	0	"-"	6.43294009273918	6.43294009273918	0	7.10987946307227	7.27447955877387	6.13988455222626	4.94875989037817	1	0	0	0	6.43294009273918	6.43294009273918	6.43294009273918	0.193132687982441	-0.139902427080592	-0.387231470341954	-1.44397540715635	3.36258162024949	-0.500082797965371	6.43294009273918	"sg_plDom"
"43703"	"sfinxen"	"s9"	4	168	18	"male"	"right"	"noord-brabant"	"no"	"havo"	"word"	"correct"	2118	"sfinx"	2526	"sfINks@"	7	"nom"	"-"	"yes"	"sfINs"	"0.39"	"sfINks@"	"0.6"	7	"2"	2	"sfINk"	"yes"	"no"	"underived"	617	"-"	"plur"	"-"	12	0	0	9	2.21333333333	"0"	"2"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	7	"sfINks"	"12.0"	"52.0"	NA	12	52	0	1	0	"en"	2.56494935746154	3.97029191355212	0	7.6586995582683	7.83478810738819	6.42648845745769	5.12989871492307	0	1	1	1	3.97029191355212	0	2.56494935746154	0.753441236596764	0.146701478150844	-0.206092645797049	-3.90662358634341	-3.07035847248969	-4.36807353324301	0	"pl_sgDom"
"43719"	"troel"	"s9"	4	184	18	"male"	"right"	"noord-brabant"	"no"	"havo"	"word"	"incorrect"	1895	"troel"	2924	"trul"	4	"nom"	"-"	"yes"	"trul"	"0.36"	"trul"	"0.36"	5	"1"	1	"trul"	"yes"	"yes"	"underived"	381	"-"	"sing"	"-"	4	6	0	0	2.4	"6"	"10"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"trul"	"4.0"	"4.0"	NA	4	4	4	1	0	"-"	1.6094379124341	1.6094379124341	1.09861228866811	7.54750168281497	7.98104975966596	5.94542060860658	5.22035582507832	1	0	0	0	1.6094379124341	1.6094379124341	1.6094379124341	0.899702888874527	-0.334366370700272	-0.115635535641798	-6.26747758746143	-1.46092056005559	-5.32358497827045	1.6094379124341	"sg_plDom"
"43732"	"systemen"	"s9"	4	197	18	"male"	"right"	"noord-brabant"	"no"	"havo"	"word"	"correct"	2142	"systeem"	2374	"sistem@"	7	"nom"	"-"	"yes"	"sist"	"0.38"	"sistem@"	"0.76"	8	"3"	3	"te"	"no"	"no"	"underived"	775	"-"	"plur"	"-"	1177	0	62	612	4.90666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	7	"sistem"	"1177.0"	"5830.0"	NA	1177	5830	0	1	0	"en"	7.07157336421153	8.67094379122216	0	7.66996199547358	7.77275271646874	6.65415252018322	5.28826703069454	0	1	1	1	8.67094379122216	0	7.07157336421153	0.691405845677312	0.374365540876372	-0.047724330025587	0.794028291326624	-3.07035847248969	0.138550473506982	0	"pl_sgDom"
"43765"	"moord"	"s9"	4	231	18	"male"	"right"	"noord-brabant"	"no"	"havo"	"word"	"correct"	1749	"moord"	1385	"mort"	4	"nom"	"-"	"yes"	"mord"	"0.53"	"mort"	"0.53"	5	"1"	1	"mort"	"yes"	"yes"	"underived"	546	"present"	"sing"	"1,2"	1609	1888	127	174	5.45333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"mort"	"0.0"	"71.0"	NA	16090066	16090066	16090066	1	0	"-"	16.593712683037	16.593712683037	20.5573623297514	7.46737106691756	7.23417717974985	6.30444880242198	5.44673737166631	1	0	0	0	16.593712683037	16.593712683037	16.593712683037	0.152830308958419	0.0246618231151343	0.110746010946188	8.71679718314143	13.5233542105473	9.66068979233241	16.593712683037	"sg_plDom"
"43783"	"kastelen"	"s9"	4	249	18	"male"	"right"	"noord-brabant"	"no"	"havo"	"word"	"correct"	1407	"kasteel"	2068	"kAstel@"	7	"nom"	"-"	"yes"	"kAste"	"0.537"	"kAstel@"	"0.64"	8	"3"	3	"te"	"no"	"no"	"underived"	660	"-"	"plur"	"-"	190	0	20	149	4.09333333333	"0"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	7	"kAstel"	"190.0"	"1292.0"	NA	190	1292	0	1	0	"en"	5.25227342804663	7.16472037877186	0	7.24992553671799	7.63482067774554	6.49375383985169	5.52146091786225	0	1	1	1	7.16472037877186	0	5.25227342804663	0.553473806954113	0.213966860544839	0.185469557142124	-0.712195121123674	-3.07035847248969	-1.68074946265792	0	"pl_sgDom"
"43786"	"sardien"	"s9"	4	252	18	"male"	"right"	"noord-brabant"	"no"	"havo"	"word"	"correct"	2117	"sardien"	1739	"sArdin"	6	"nom"	"-"	"yes"	"[end]"	"0.6"	"sArdi"	"0.45"	7	"2"	2	"din"	"no"	"yes"	"underived"	623	"-"	"sing"	"-"	0	29	0	2	2.98666666667	"1"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"sArdin"	"0.0"	"0.0"	NA	0	0	0	1	0	"-"	0	0	4.89783979995091	7.65822752616135	7.46164039220858	6.43615036836943	5.53338948872752	1	0	0	0	0	0	0	0.380293521417145	0.156363389062581	0.197398128007398	-7.87691549989553	-3.07035847248969	-6.93302289070455	0	"sg_plDom"
"43912"	"klonten"	"s9"	4	379	18	"male"	"right"	"noord-brabant"	"no"	"havo"	"word"	"correct"	1838	"klont"	1611	"klOnt@"	6	"nom"	"-"	"yes"	"klOn"	"0.3"	"klOnt@"	"0.48"	7	"2"	2	"klOn"	"yes"	"no"	"underived"	500	"-"	"plur"	"-"	28	0	1	5	3.88	"2"	"2"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"klOnt"	"28.0"	"41.0"	NA	28	41	0	1	0	"en"	3.36729582998647	3.73766961828337	0	7.51697722460432	7.38523092306657	6.21660610108486	5.94017125272043	0	1	1	1	3.73766961828337	0	3.36729582998647	0.303884052275143	-0.0631808782219823	0.604179892000309	-4.13924588161216	-3.07035847248969	-3.56572706071808	0	"pl_sgDom"
"43916"	"spons"	"s9"	4	383	18	"male"	"right"	"noord-brabant"	"no"	"havo"	"word"	"correct"	1252	"spons"	2347	"spOns"	5	"nom"	"-"	"yes"	"spOns"	"0.72"	"spOns"	"0.72"	5	"1"	1	"spOns"	"yes"	"yes"	"underived"	735	"present"	"sing"	"1,2"	155	182	14	28	4.44	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"spOns"	"0.0"	"2.0"	NA	1550	1550	1550	1	0	"-"	7.34665516317654	7.34665516317654	10.8632782898561	7.13329595489607	7.76131918094799	6.60123011872888	5.95064255258773	1	0	0	0	7.34665516317654	7.34665516317654	7.34665516317654	0.679972310156557	0.32144313942203	0.614651191867605	-0.530260336718992	4.27629669068685	0.413632272471989	7.34665516317654	"sg_plDom"
"43949"	"aas"	"s9"	4	416	18	"male"	"right"	"noord-brabant"	"no"	"havo"	"word"	"correct"	1090	"aas"	1560	"as"	2	"nom"	"-"	"yes"	"[end]"	"0.53"	"as"	"0.53"	3	"1"	1	"as"	"yes"	"yes"	"underived"	546	"present"	"sing"	"1,2"	246	295	15	19	3.61333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	2	"as"	"0.0"	"17.0"	NA	2073900324	2073900324	2073900324	1	0	"-"	21.4526968862932	21.4526968862932	12.0720725716632	6.99484998583307	7.35308192051543	6.30444880242198	6.0330862217988	1	0	0	0	21.4526968862932	21.4526968862932	21.4526968862932	0.271735049724002	0.0246618231151343	0.697094861078679	13.5757813863976	18.3823384138035	14.5196739955886	21.4526968862932	"sg_plDom"
"44007"	"klassen"	"s9"	4	475	18	"male"	"right"	"noord-brabant"	"no"	"havo"	"word"	"correct"	1834	"klas"	1705	"klAs@"	5	"nom"	"-"	"yes"	"[end]"	"0.32"	"klAs@"	"0.42"	7	"2"	2	"klA"	"yes"	"no"	"underived"	443	"-"	"plur"	"-"	682	0	141	112	5.02666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"klAs"	"341.0"	"1373.0"	NA	1373341341	1683	0	1	0	"en"	21.0405125431761	7.42892719480227	0	7.51479976048867	7.44190672805162	6.09582456243222	6.16541785423142	0	1	1	1	7.42892719480227	0	21.0405125431761	0.360559857260195	-0.183962416874622	0.829426493511298	-0.44798830509326	-3.07035847248969	14.1074896524716	0	"pl_sgDom"
"44015"	"porselein"	"s9"	4	483	18	"male"	"right"	"noord-brabant"	"no"	"havo"	"word"	"correct"	1660	"porselein"	1469	"pOrs@lKn"	8	"nom"	"-"	"no"	"pOrs@"	"0.277"	"pOrs@lKn"	"0.65"	9	"3"	3	"lKn"	"no"	"yes"	"underived"	672	"-"	"sing"	"-"	165	165	7	10	3.68	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	0	0	8	"pOrs@lKn"	"165.0"	"165.0"	NA	165	165	165	1	0	"-"	5.11198778835654	5.11198778835654	5.16478597392351	7.41517510961329	7.29301767977278	6.51174532964473	6.18208490671663	1	0	0	0	5.11198778835654	5.11198778835654	5.11198778835654	0.211670808981352	0.231958350337881	0.84609354599651	-2.76492771153899	2.04162931586686	-1.82103510234801	5.11198778835654	"sg_plDom"
"44182"	"platen"	"s1"	5	90	19	"female"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1010	"plaat"	1211	"plat@"	5	"nom"	"-"	"yes"	"[end]"	"0.37"	"plat@"	"0.47"	6	"2"	2	"pla"	"yes"	"no"	"underived"	488	"-"	"plur"	"-"	680	0	60	406	4.97333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"plat"	"680.0"	"978.0"	NA	680	978	0	1	0	"en"	6.52356230614951	6.88653164253051	0	6.91869521902047	7.10002716662926	6.19236248947487	4.51085950651685	0	1	1	1	6.88653164253051	0	6.52356230614951	0.0186802958378296	-0.0874244898319745	-0.825131854203272	-0.990383857365021	-3.07035847248969	-0.409460584555038	0	"pl_sgDom"
"44184"	"bananen"	"s1"	5	92	19	"female"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	819	"banaan"	1187	"banan@"	6	"nom"	"-"	"yes"	"banan"	"0.42"	"banan@"	"0.49"	7	"3"	3	"na"	"no"	"no"	"underived"	509	"-"	"plur"	"-"	164	0	19	49	5.29333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"banan"	"164.0"	"92.0"	NA	164	92	0	1	0	"en"	5.10594547390058	4.53259949315326	0	6.7093043402583	7.08002649992259	6.23441072571837	4.53259949315326	0	1	1	1	4.53259949315326	0	5.10594547390058	-0.0013203708688394	-0.0453762535884756	-0.803391867566866	-3.34431600674228	-3.07035847248969	-1.82707741680397	0	"pl_sgDom"
"44226"	"pijlen"	"s1"	5	135	19	"female"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1123	"pijl"	1187	"pKl@"	4	"nom"	"-"	"yes"	"[end]"	"0.33"	"pKl@"	"0.43"	6	"2"	2	"pK"	"yes"	"no"	"underived"	446	"-"	"plur"	"-"	276	0	22	87	4.50666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"pKl"	"276.0"	"393.0"	NA	73073276	56900393	0	1	0	"en"	18.1069732901684	17.8568128235014	0	7.02464903045364	7.08002649992259	6.10255859461357	4.91265488573605	0	1	1	1	17.8568128235014	0	18.1069732901684	-0.0013203708688394	-0.177228384693278	-0.42333647498407	9.97989732360588	-3.07035847248969	11.1739503994638	0	"pl_sgDom"
"44230"	"sigaren"	"s1"	5	139	19	"female"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	978	"sigaar"	1538	"siGar@"	6	"nom"	"-"	"yes"	"[end]"	"0.65"	"siGar@"	"0.74"	7	"3"	3	"Ga"	"no"	"no"	"underived"	758	"-"	"plur"	"-"	305	0	33	121	4.46666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"siGar"	"305.0"	"751.0"	NA	305	751	0	1	0	"en"	5.72358510195238	6.62273632394984	0	6.88653164253051	7.33888813383888	6.63200177739563	4.9416424226093	0	1	1	1	6.62273632394984	0	5.72358510195238	0.257541263047449	0.352214798088784	-0.394348938110818	-1.25417917594569	-3.07035847248969	-1.20943778875217	0	"pl_sgDom"
"44242"	"oorden"	"s1"	5	151	19	"female"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1099	"oord"	1324	"ord@"	4	"nom"	"-"	"yes"	"[end]"	"0.26"	"ord@"	"0.36"	6	"2"	2	"or"	"yes"	"no"	"underived"	379	"-"	"plur"	"-"	107	0	5	17	3.38666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"ord"	"0.0"	"0.0"	NA	1070	2570	0	1	0	"en"	6.97634807044775	7.85205020726589	0	7.00306545878646	7.18916773842032	5.94017125272043	5.02388052084628	0	1	1	1	7.85205020726589	0	6.97634807044775	0.107820867628893	-0.339615726586415	-0.312110839873846	-0.0248652926296424	-3.07035847248969	0.0433251797431984	0	"pl_sgDom"
"44247"	"fontein"	"s1"	5	156	19	"female"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	990	"fontein"	1588	"fOntKn"	6	"nom"	"-"	"yes"	"fOntK"	"0.55"	"fOntKn"	"0.67"	7	"2"	2	"tKn"	"no"	"yes"	"underived"	685	"-"	"sing"	"-"	235	386	25	62	4.05333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"fOntKn"	"235.0"	"235.0"	NA	235	235	235	1	0	"-"	5.46383180502561	5.46383180502561	4.77068462446567	6.89871453432999	7.37086016653672	6.53087762772588	5.05624580534831	1	0	0	0	5.46383180502561	5.46383180502561	5.46383180502561	0.289513295745286	0.251090648419038	-0.279745555371814	-2.41308369486992	2.39347333253592	-1.46919108567894	5.46383180502561	"sg_plDom"
"44256"	"deun"	"s1"	5	165	19	"female"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	957	"deun"	1081	"d|n"	3	"nom"	"-"	"yes"	"d2n"	"0.45"	"d|n"	"0.45"	4	"1"	1	"d|n"	"yes"	"yes"	"underived"	467	"present"	"sing"	"1,2"	19	118	0	11	2.88	"10"	"12"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"d|n"	"0.0"	"0.0"	NA	1900	1900	1900	1	0	"-"	7.55013534248843	7.55013534248843	1.6094379124341	6.86484777797086	6.98656645940643	6.14846829591765	5.11198778835654	1	0	0	0	7.55013534248843	7.55013534248843	7.55013534248843	-0.0947804113850035	-0.1313186833892	-0.224003572363578	-0.326780157407103	4.47977686999874	0.617112451783878	7.55013534248843	"sg_plDom"
